respondent_id,village_block,membership_duration_months,membership_duration,shg_meetings_attended_monthly,engagement_level,scheme_awareness_count,awareness_score,household_income_increase_percent,satisfaction_level,future_program_confidence,referral_likelihood,savings_participation,credit_participation,agricultural_intervention,livestock_activity,nonfarm_enterprise,didi_ki_rasoi,producer_groups,vo_participation,barrier_lack_of_info,barrier_access_difficulty,barrier_inadequate_capital,barrier_poor_market,barrier_skill_gap,barrier_family_opposition
753,Block D,51,44,3,active,6,6,11,3,4,7,0,0,1,0,1,0,1,0,0,1,0,1,0,1
754,Block C,22,11,3,moderate,7,7,11,3,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
755,Block C,31,14,3,active,7,7,30,3,4,5,0,0,1,0,1,0,0,1,0,0,0,1,0,0
756,Block D,43,39,3,moderate,4,4,30,4,3,7,1,0,1,0,1,0,1,1,0,0,1,1,0,0
757,Block A,48,25,2,moderate,7,7,18,4,3,7,1,0,0,1,0,0,1,0,0,0,1,1,1,1
758,Block B,10,32,3,active,7,7,18,3,4,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1
759,Block B,48,32,3,moderate,4,4,18,4,3,6,0,0,0,0,1,0,1,1,0,1,1,0,1,0
760,Block C,26,49,2,active,6,6,17,4,3,6,1,0,1,0,1,1,1,0,0,0,1,0,0,0
761,Block B,28,60,2,active,6,6,21,3,3,8,1,1,0,0,1,1,1,1,0,0,1,1,1,0
762,Block A,13,60,3,moderate,7,7,17,4,4,6,0,0,1,0,1,0,0,0,0,1,1,1,1,1
763,Block D,45,10,3,active,4,4,22,3,3,8,0,0,0,0,1,0,1,1,0,0,0,0,1,0
764,Block C,32,46,3,moderate,7,7,17,3,3,8,0,0,1,1,1,0,1,0,0,1,1,0,0,0
765,Block C,11,45,2,moderate,6,6,23,3,3,8,0,1,0,1,1,1,1,0,0,0,0,0,0,0
766,Block D,13,53,2,active,5,5,29,4,4,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0
767,Block D,45,29,2,active,5,5,14,4,3,5,1,1,1,0,1,1,0,1,1,0,0,1,1,1
768,Block D,11,33,3,active,7,7,11,3,3,5,1,1,1,0,0,1,0,1,0,0,1,0,0,0
769,Block B,34,30,3,moderate,7,7,21,3,4,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0
770,Block A,44,26,2,moderate,5,5,12,3,4,6,0,1,0,0,0,0,1,0,0,0,0,0,1,1
771,Block B,56,19,2,active,7,7,14,4,4,5,1,0,1,1,0,1,1,0,1,1,1,1,0,0
772,Block D,14,41,3,moderate,6,6,26,4,3,8,0,0,0,0,0,1,0,1,0,1,0,1,0,1
773,Block D,22,6,3,moderate,4,4,18,3,3,8,0,0,0,0,0,1,1,0,0,0,0,0,1,1
774,Block A,14,47,3,moderate,6,6,21,4,3,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0
775,Block D,54,52,3,active,7,7,26,4,3,7,0,0,0,1,0,1,1,0,0,1,1,1,0,0
776,Block B,38,18,3,active,4,4,12,4,3,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0
777,Block D,60,17,3,active,4,4,20,4,4,6,1,1,1,0,1,1,0,1,0,0,0,0,0,1
778,Block C,8,33,3,active,4,4,10,4,3,7,1,0,0,1,1,0,1,0,0,0,0,0,0,1
779,Block A,44,52,3,active,6,6,20,4,4,6,1,1,1,0,1,0,1,0,1,0,1,0,0,0
780,Block B,7,12,2,active,4,4,14,3,4,8,0,1,0,1,0,1,1,1,0,0,1,0,0,1
781,Block A,11,29,3,active,7,7,29,3,3,5,0,1,1,1,0,0,0,0,0,1,0,0,1,1
782,Block B,29,17,3,active,4,4,15,4,4,7,1,1,0,0,1,1,1,1,0,0,1,1,1,1
783,Block D,26,52,2,active,4,4,14,3,4,8,1,1,0,0,0,1,0,1,0,1,1,0,1,0
784,Block C,26,54,3,moderate,5,5,10,4,3,8,1,0,1,0,1,1,0,0,1,1,1,1,0,0
785,Block C,9,10,2,moderate,7,7,12,4,3,5,0,1,0,0,1,1,1,1,1,0,0,0,0,1
786,Block C,35,13,2,active,7,7,14,3,4,5,0,1,0,0,0,0,1,0,1,1,0,0,1,1
787,Block A,24,14,2,moderate,5,5,14,4,3,7,0,1,0,1,0,0,1,1,1,0,1,0,0,1
788,Block C,60,50,2,active,6,6,25,3,3,8,1,1,1,1,0,1,0,0,0,1,0,0,0,1
789,Block B,49,55,3,moderate,7,7,28,4,3,8,1,0,0,1,0,0,1,0,0,0,0,1,0,0
790,Block C,29,26,3,moderate,7,7,27,4,3,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0
791,Block A,48,14,2,active,4,4,30,3,3,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0
792,Block C,37,42,3,moderate,7,7,28,4,4,7,0,0,1,0,1,0,1,0,0,1,0,1,0,0
793,Block C,33,54,3,moderate,7,7,19,3,4,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0
794,Block B,56,56,3,moderate,6,6,18,3,4,7,0,1,1,1,0,0,1,1,0,1,0,0,0,0
795,Block A,38,30,3,active,6,6,23,4,4,8,0,0,0,1,0,0,1,0,1,0,1,1,0,0
796,Block A,32,48,3,active,5,5,16,4,4,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0
797,Block B,37,58,3,moderate,7,7,22,3,4,6,0,1,1,1,1,1,1,0,0,0,0,0,1,1
798,Block C,48,51,3,active,7,7,30,3,3,6,0,0,0,0,1,0,1,0,1,0,0,0,1,0
799,Block D,46,32,3,moderate,6,6,14,3,3,8,1,1,1,0,1,1,0,0,0,0,0,0,1,0
800,Block C,36,20,2,moderate,6,6,26,3,3,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0
801,Block B,15,26,3,active,5,5,29,4,4,6,0,0,0,0,0,1,0,1,0,1,0,1,0,0
802,Block B,41,25,2,active,6,6,21,3,4,5,0,0,0,0,1,0,1,1,1,1,1,0,0,0
803,Block A,29,60,3,active,4,4,17,4,4,5,1,1,1,1,1,0,1,1,1,0,1,1,0,0
804,Block A,57,46,3,active,7,7,15,4,3,8,1,0,1,1,1,0,1,0,0,0,0,0,1,1
805,Block A,55,53,3,moderate,6,6,13,4,3,8,1,1,1,0,0,1,0,1,0,0,0,0,1,0
806,Block D,6,48,3,moderate,6,6,16,3,3,6,0,0,0,1,1,0,0,1,0,1,0,0,0,0
807,Block A,60,32,3,active,4,4,25,4,3,7,0,0,1,0,0,0,0,1,0,1,0,0,0,1
808,Block D,55,49,3,moderate,6,6,20,3,4,7,1,0,1,1,0,1,0,0,1,1,0,0,1,0
809,Block C,55,41,3,moderate,4,4,14,3,3,8,0,1,1,0,1,0,0,0,0,1,0,1,0,0
810,Block C,33,46,3,moderate,7,7,21,3,4,6,0,1,0,1,0,1,0,0,1,0,0,1,1,0
811,Block D,20,22,2,active,6,6,26,4,4,8,1,1,0,1,1,0,0,0,1,0,0,1,1,0
812,Block D,39,18,3,moderate,5,5,10,4,3,6,0,0,1,0,0,0,0,1,0,1,0,0,0,1
813,Block A,54,15,3,moderate,7,7,10,4,4,7,1,1,0,0,0,0,1,0,1,0,0,1,1,0
814,Block D,30,21,3,active,7,7,30,4,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0
815,Block A,60,59,3,moderate,4,4,25,4,3,7,0,1,0,1,1,0,0,0,0,0,1,1,1,0
816,Block C,20,57,3,moderate,4,4,22,3,4,6,1,1,0,1,1,0,1,0,1,1,0,1,0,0
817,Block C,52,14,2,active,5,5,29,3,4,8,0,0,0,1,0,1,1,0,0,0,0,0,0,1
818,Block A,9,36,2,moderate,4,4,22,4,3,7,1,1,0,1,0,0,1,0,1,1,0,0,0,0
819,Block C,52,57,2,moderate,6,6,20,4,4,6,1,0,1,0,0,0,1,0,0,0,1,1,0,1
820,Block C,57,47,3,moderate,6,6,14,3,3,8,1,0,1,1,0,1,1,0,0,0,1,0,0,0
821,Block D,44,39,3,active,6,6,27,4,3,7,0,0,0,0,1,0,1,1,1,0,0,1,0,0
822,Block D,40,38,3,moderate,4,4,26,3,3,6,1,1,0,1,0,1,1,1,0,1,0,1,0,0
823,Block B,28,23,3,moderate,7,7,16,4,3,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1
824,Block C,54,56,2,moderate,7,7,25,4,4,8,1,1,0,1,0,0,1,1,0,1,0,0,0,0
825,Block D,12,10,3,active,6,6,25,4,4,8,1,0,1,0,1,1,0,0,0,0,0,0,0,1
826,Block A,21,53,3,active,4,4,11,4,4,7,0,1,1,0,1,1,0,1,0,1,0,1,0,0
827,Block C,13,53,3,moderate,5,5,13,4,4,8,1,1,0,0,1,0,0,1,1,1,1,0,0,0
828,Block D,21,20,3,active,6,6,22,3,3,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0
829,Block A,34,34,2,active,6,6,23,4,4,5,0,1,0,0,1,0,0,0,1,1,0,0,0,0
830,Block D,24,54,3,active,4,4,23,4,3,5,1,1,1,0,0,1,1,1,1,0,0,1,0,0
831,Block A,29,32,3,moderate,7,7,17,4,4,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0
832,Block B,18,22,3,active,7,7,27,3,4,5,1,0,1,0,1,0,0,1,0,1,1,0,0,1
833,Block D,25,9,2,moderate,6,6,19,3,4,7,0,0,1,1,0,1,0,0,0,0,1,1,0,0
834,Block D,33,30,2,moderate,5,5,14,4,4,8,0,1,1,1,1,0,0,0,1,0,0,0,0,0
835,Block C,17,21,2,moderate,6,6,12,3,3,5,0,1,1,1,1,1,1,1,0,1,1,1,0,0
836,Block C,57,52,2,moderate,4,4,28,4,4,7,0,1,0,1,1,1,0,1,0,1,0,0,1,0
837,Block B,55,53,2,active,6,6,24,3,4,5,1,1,0,0,0,1,0,1,1,0,0,0,0,0
838,Block D,54,23,2,moderate,4,4,19,4,3,6,1,1,1,0,0,1,0,1,0,1,0,1,0,0
839,Block C,6,17,2,active,4,4,14,4,4,8,0,0,0,1,1,1,0,1,0,0,0,0,0,0
840,Block D,33,21,2,moderate,6,6,12,3,4,8,0,0,0,1,0,1,0,0,1,0,0,0,1,0
841,Block C,49,28,3,active,6,6,13,4,3,8,0,1,0,0,0,1,0,1,0,0,0,1,0,0
842,Block A,25,42,3,moderate,7,7,12,4,4,6,1,0,0,1,0,0,1,0,0,0,0,0,0,1
843,Block C,18,14,2,moderate,6,6,21,4,3,8,1,0,1,0,0,1,1,0,0,0,1,0,1,1
844,Block D,39,60,3,active,7,7,14,4,4,8,0,1,0,0,1,0,1,1,1,0,0,0,0,0
845,Block D,6,44,2,moderate,7,7,12,4,3,6,0,1,1,0,1,0,0,0,1,0,0,0,1,1
846,Block B,39,13,3,active,5,5,15,3,3,6,0,1,1,1,1,0,0,1,1,0,1,0,0,0
847,Block A,30,23,2,active,7,7,24,3,4,5,0,0,0,1,0,0,1,0,1,1,0,0,1,0
848,Block D,43,44,2,active,5,5,20,3,4,8,1,1,1,0,0,0,0,0,0,1,0,0,1,0
849,Block D,43,33,2,active,6,6,13,4,4,5,1,0,0,1,0,0,1,0,0,1,0,1,1,0
850,Block D,35,34,2,moderate,4,4,25,4,3,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0
851,Block C,38,8,2,moderate,4,4,20,4,4,6,1,1,0,0,1,1,0,1,1,1,0,0,1,0
852,Block D,7,28,2,active,6,6,13,3,3,5,0,1,0,1,0,1,0,0,1,0,0,0,0,0
853,Block B,59,39,2,moderate,5,5,24,4,4,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0
854,Block D,10,47,3,moderate,6,6,30,4,3,7,1,1,0,0,1,1,1,0,1,1,0,0,1,0
855,Block B,59,30,3,moderate,4,4,21,3,4,5,0,1,0,0,1,1,1,0,0,0,1,0,0,0
856,Block D,59,36,2,active,5,5,13,3,4,5,0,0,0,0,0,0,0,1,0,1,1,0,1,0
857,Block A,45,18,2,moderate,6,6,16,3,3,5,1,0,1,0,1,1,1,1,0,0,0,0,0,1
858,Block B,47,49,3,active,6,6,22,4,3,8,1,1,0,0,0,0,0,0,1,0,1,0,0,1
859,Block A,7,44,3,moderate,7,7,30,4,4,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0
860,Block B,58,46,3,moderate,7,7,29,3,4,7,1,0,1,1,1,0,1,1,0,0,1,1,0,1
861,Block D,35,42,2,moderate,7,7,29,3,3,5,0,0,1,1,0,1,1,0,1,0,1,1,0,0
862,Block A,24,60,3,active,4,4,27,4,4,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0
863,Block C,42,54,3,active,6,6,22,3,3,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0
864,Block D,35,50,2,moderate,4,4,23,4,4,5,1,1,1,0,1,1,0,0,1,1,1,0,1,0
865,Block C,25,24,3,active,5,5,25,3,3,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0
866,Block C,23,9,2,active,4,4,25,3,3,8,1,0,1,1,1,0,0,0,0,0,1,0,0,0
867,Block A,12,6,2,moderate,5,5,23,3,4,6,1,1,0,0,0,0,1,1,0,0,1,0,0,1
868,Block C,55,48,3,moderate,4,4,12,4,4,7,0,0,1,1,0,0,0,0,1,0,0,0,0,1
869,Block A,42,55,3,active,6,6,28,3,3,8,1,0,1,1,0,1,1,1,0,0,0,0,0,1
870,Block A,21,41,3,active,4,4,10,4,3,8,0,0,0,1,0,0,0,0,0,0,1,1,0,0
871,Block D,45,45,2,moderate,6,6,18,3,3,5,1,0,0,0,0,0,0,0,1,1,0,0,1,0
872,Block C,44,10,2,active,6,6,19,3,3,5,0,0,1,0,1,0,0,1,0,0,1,0,0,1
873,Block D,13,37,3,active,4,4,30,3,4,8,0,0,1,1,1,1,0,0,1,1,1,0,1,0
874,Block B,15,39,3,active,4,4,11,3,3,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0
875,Block B,18,14,3,active,7,7,19,3,4,6,0,0,0,0,1,1,1,0,1,0,0,0,0,0
876,Block D,11,47,3,moderate,6,6,17,4,3,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0
877,Block C,51,24,3,active,5,5,12,3,3,7,0,0,1,0,1,1,0,0,0,0,1,0,1,0
878,Block D,14,16,2,active,7,7,14,4,4,7,0,1,1,1,0,0,1,1,0,0,0,0,0,0
879,Block A,50,44,2,moderate,4,4,18,3,3,8,0,0,1,1,1,0,1,0,1,0,0,1,1,0
880,Block C,35,29,2,active,7,7,29,3,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1
881,Block D,12,35,2,active,4,4,18,4,3,8,1,1,0,1,0,0,1,0,0,0,0,0,1,0
882,Block D,52,35,2,moderate,6,6,28,4,3,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0
883,Block C,15,40,3,moderate,4,4,25,3,4,5,0,0,1,1,0,0,1,1,0,1,0,0,0,0
884,Block A,60,28,2,active,4,4,27,3,4,8,1,1,0,0,0,0,1,0,0,1,1,0,1,1
885,Block C,6,50,3,active,5,5,27,4,3,5,1,1,0,1,0,0,1,1,1,0,0,1,1,0
886,Block A,40,54,2,active,4,4,24,3,3,8,1,0,0,1,1,0,0,0,1,0,1,0,0,0
887,Block D,23,32,3,active,5,5,25,3,3,6,0,1,1,1,0,0,1,0,0,0,1,0,0,0
888,Block C,35,15,3,moderate,4,4,13,4,3,6,0,1,1,1,0,1,1,0,1,1,0,1,1,1
889,Block A,52,21,2,moderate,4,4,25,4,3,5,1,0,0,0,1,1,0,1,0,0,0,0,0,0
890,Block C,49,48,2,moderate,7,7,11,3,3,8,0,0,1,1,1,0,1,0,0,0,0,0,1,0
891,Block C,21,20,2,moderate,7,7,25,3,4,6,0,0,1,1,0,0,0,1,0,1,0,0,0,0
892,Block A,9,48,3,active,7,7,23,3,3,5,0,1,1,0,1,0,0,1,0,0,0,0,0,1
893,Block A,21,42,3,moderate,4,4,25,3,4,6,1,0,0,1,0,0,1,1,1,0,0,1,0,0
894,Block A,50,30,3,moderate,5,5,23,4,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0
895,Block A,34,12,3,active,5,5,17,4,3,8,1,0,1,0,0,0,1,1,0,1,0,1,0,0
896,Block C,47,35,2,moderate,5,5,17,3,3,5,1,1,1,1,1,1,1,0,0,0,0,0,1,0
897,Block D,33,44,3,active,5,5,22,3,3,6,0,0,1,0,1,1,0,0,0,0,0,1,0,0
898,Block A,35,14,2,moderate,6,6,19,3,3,6,1,0,1,0,0,1,1,0,0,0,0,1,0,0
899,Block C,9,51,3,moderate,5,5,17,3,3,5,1,0,0,0,0,1,1,1,0,0,0,1,0,0
900,Block B,7,16,3,active,5,5,20,4,4,5,0,1,0,1,0,1,1,0,0,0,0,1,1,1
901,Block D,44,28,3,moderate,7,7,21,3,3,7,1,0,0,1,0,1,0,1,0,0,0,1,1,0
902,Block B,17,35,3,active,7,7,15,4,3,6,0,1,1,0,0,1,0,1,1,0,0,0,0,1
903,Block C,25,46,3,moderate,5,5,23,4,4,5,0,0,0,1,1,1,1,0,0,1,0,0,1,0
904,Block D,26,18,3,active,4,4,16,4,4,5,1,0,1,1,0,1,0,0,0,1,0,0,0,1
905,Block A,40,24,2,active,6,6,15,3,4,8,1,0,1,1,1,1,0,1,0,1,0,0,0,0
906,Block B,57,50,2,active,5,5,18,4,4,7,0,0,1,1,0,1,1,0,0,0,1,0,1,0
907,Block B,47,24,3,moderate,7,7,12,4,3,7,1,0,1,1,0,0,1,0,0,0,0,1,0,0
908,Block A,41,39,2,active,5,5,22,3,3,8,1,1,1,0,0,0,1,0,0,0,0,1,0,0
909,Block C,51,27,2,moderate,4,4,25,3,3,5,1,0,0,0,1,0,1,1,1,0,0,1,0,1
910,Block A,34,9,2,active,4,4,30,3,3,7,0,1,1,1,0,0,1,0,0,0,1,0,0,0
911,Block B,13,34,3,active,4,4,15,4,3,8,0,0,0,0,0,0,0,0,0,1,1,1,0,1
912,Block A,32,25,3,active,5,5,21,4,3,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0
913,Block C,59,20,3,active,5,5,20,3,3,7,1,0,1,0,1,0,1,0,0,0,0,1,1,0
914,Block D,48,53,3,moderate,7,7,25,3,3,8,0,0,1,0,1,1,1,1,0,0,0,1,0,1
915,Block B,25,48,3,active,7,7,23,3,4,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0
916,Block B,23,21,3,moderate,4,4,26,3,3,5,0,1,0,0,0,0,0,1,0,0,0,0,1,1
917,Block B,56,34,2,moderate,7,7,27,4,3,7,1,1,0,1,0,0,1,1,0,0,1,1,1,0
918,Block A,11,45,3,moderate,6,6,12,4,4,8,1,1,1,1,0,0,1,0,1,0,0,1,0,0
919,Block B,57,8,3,moderate,5,5,17,3,4,5,1,1,1,0,1,1,0,1,0,1,0,1,0,1
920,Block D,43,11,2,moderate,5,5,23,4,3,7,1,0,0,0,0,1,1,1,1,0,0,1,0,0
921,Block A,50,35,2,moderate,5,5,21,4,3,7,1,0,1,0,1,0,1,1,1,0,0,1,0,0
922,Block D,24,57,3,moderate,4,4,20,4,3,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0
923,Block A,41,57,3,moderate,7,7,13,4,3,5,1,1,1,0,1,0,1,0,0,1,1,1,0,0
924,Block A,23,30,2,moderate,4,4,22,3,3,5,1,0,0,1,0,1,1,1,0,0,0,1,0,0
925,Block B,6,44,2,active,4,4,25,4,4,8,1,0,1,0,1,1,0,0,0,1,0,0,0,0
926,Block B,31,33,3,moderate,5,5,10,3,4,8,0,1,0,0,0,1,0,1,1,0,1,0,0,0
927,Block B,59,55,3,active,4,4,22,4,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0
928,Block D,19,37,3,moderate,4,4,29,3,4,8,0,1,0,0,1,1,1,1,1,0,1,0,1,0
929,Block D,14,55,3,moderate,5,5,22,3,4,8,0,0,0,0,0,1,0,1,0,0,1,1,0,0
930,Block C,56,25,3,moderate,5,5,30,4,3,7,0,1,1,1,0,1,0,1,0,0,0,1,1,0
931,Block A,56,57,3,moderate,4,4,17,4,3,7,0,1,0,0,0,0,0,0,0,1,1,0,0,1
932,Block D,52,45,2,moderate,7,7,10,3,4,8,0,1,0,0,0,0,1,1,0,1,0,0,0,1
933,Block D,59,48,2,moderate,7,7,24,3,3,7,0,0,0,1,1,0,1,1,0,0,1,0,0,0
934,Block A,60,6,3,active,6,6,14,3,3,8,1,0,0,1,1,0,0,1,0,1,1,1,0,0
935,Block B,56,50,2,active,6,6,10,4,3,8,0,0,1,1,1,1,1,1,0,1,0,0,1,0
936,Block D,59,14,3,active,7,7,13,3,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
937,Block A,46,57,2,active,5,5,29,4,3,7,1,1,0,1,0,0,0,1,1,1,1,0,0,0
938,Block A,23,16,2,moderate,5,5,26,4,4,7,1,0,1,0,0,1,0,0,0,1,0,0,0,1
939,Block C,31,51,2,moderate,4,4,15,4,3,8,0,0,0,1,0,0,1,0,0,1,0,0,0,1
940,Block B,26,40,2,moderate,6,6,22,4,4,6,0,0,1,0,1,1,1,1,1,0,1,1,0,0
941,Block B,34,27,3,active,4,4,17,4,3,8,1,1,1,1,1,1,0,1,1,1,0,1,0,0
942,Block D,44,54,3,moderate,6,6,13,3,3,6,1,0,1,1,1,1,1,0,1,1,0,0,0,0
943,Block C,19,27,3,active,7,7,30,4,3,6,1,0,1,1,1,1,1,0,1,0,0,0,0,1
944,Block C,6,9,2,moderate,4,4,27,3,3,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
945,Block A,39,10,3,moderate,6,6,17,4,4,6,1,0,1,1,1,0,1,1,0,0,0,0,0,1
946,Block A,60,52,2,active,5,5,17,3,4,8,1,1,1,1,1,1,1,1,0,0,1,0,1,0
947,Block B,53,27,2,active,5,5,27,4,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1
948,Block A,6,51,2,active,6,6,19,3,3,7,1,1,1,0,0,0,0,0,1,0,1,0,0,0
949,Block B,38,7,2,active,4,4,17,3,3,8,1,1,0,0,1,1,1,0,0,1,1,1,0,0
950,Block D,35,10,2,active,7,7,18,4,3,6,1,1,1,0,0,0,1,1,1,1,0,0,0,0
951,Block A,29,60,2,active,5,5,19,4,3,7,1,1,1,1,1,0,0,0,1,0,1,1,0,0
952,Block A,42,13,2,active,5,5,20,3,4,6,1,1,0,0,1,0,1,0,0,0,1,0,1,0
953,Block A,29,43,3,active,7,7,10,3,3,8,0,0,1,1,1,0,1,0,0,0,0,0,1,0
954,Block B,56,25,3,active,4,4,20,4,4,6,0,0,1,1,0,1,1,1,1,0,0,0,0,0
955,Block A,55,33,2,moderate,5,5,19,3,3,8,1,1,1,1,0,0,1,0,1,0,0,0,0,0
956,Block A,41,12,2,active,7,7,15,4,4,7,1,1,0,1,1,0,0,0,1,0,0,0,1,1
957,Block C,31,20,2,moderate,5,5,17,3,4,8,0,0,1,1,1,0,1,0,1,1,0,1,1,0
958,Block A,38,47,3,active,4,4,18,4,4,8,0,0,1,0,1,1,1,1,0,0,0,1,0,0
959,Block A,55,35,3,active,5,5,17,4,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0
960,Block D,22,33,2,active,7,7,29,4,4,6,1,0,1,1,1,0,0,0,0,1,1,0,0,0
961,Block A,53,57,2,moderate,7,7,21,3,3,7,0,0,1,1,1,1,1,0,0,0,1,0,0,0
962,Block A,38,28,2,active,7,7,20,3,3,6,0,0,1,0,0,0,0,0,0,0,1,1,0,1
963,Block A,9,50,2,moderate,5,5,15,3,3,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0
964,Block C,47,45,2,active,7,7,29,3,4,7,1,1,0,1,1,0,0,1,1,0,0,0,0,0
965,Block C,17,31,2,moderate,5,5,10,3,4,6,1,1,1,0,0,0,0,0,0,0,0,1,0,1
966,Block C,34,22,3,active,7,7,21,3,4,6,1,1,1,1,1,0,0,1,1,1,0,1,0,0
967,Block C,58,25,3,active,7,7,13,4,3,5,0,1,0,1,1,1,1,0,0,0,0,0,0,0
968,Block A,48,53,3,moderate,4,4,26,4,4,7,1,0,0,0,0,0,1,1,0,1,1,0,0,0
969,Block B,44,22,2,active,7,7,17,3,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
970,Block C,9,41,2,active,6,6,16,3,3,5,1,1,1,0,1,0,0,0,1,1,0,0,0,1
971,Block C,53,12,2,moderate,6,6,11,4,4,7,0,1,0,1,1,0,0,1,1,0,0,0,1,1
972,Block B,24,25,2,active,7,7,26,3,3,5,0,1,1,0,1,1,0,1,0,0,0,1,0,0
973,Block D,8,57,2,active,4,4,18,4,3,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0
974,Block D,58,35,2,active,6,6,15,3,4,6,0,1,1,1,1,0,1,1,0,0,0,1,0,1
975,Block D,16,51,2,active,4,4,27,3,4,6,1,1,0,1,1,0,0,1,0,0,1,0,1,0
976,Block D,23,20,2,moderate,5,5,10,3,3,8,1,1,1,0,1,0,1,1,0,0,1,1,0,0
977,Block D,13,47,3,moderate,4,4,19,3,3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1
978,Block D,40,60,3,moderate,4,4,13,4,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
979,Block C,53,56,3,active,7,7,12,3,3,7,1,0,0,0,0,0,1,1,1,0,0,0,0,0
980,Block B,34,29,2,moderate,5,5,10,4,4,5,1,0,1,0,1,1,0,1,0,0,0,1,1,1
981,Block B,53,43,2,moderate,5,5,13,3,4,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0
982,Block D,57,55,3,active,5,5,29,4,4,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1
983,Block B,53,50,3,moderate,6,6,19,3,4,8,1,0,1,1,1,0,1,0,1,0,0,1,1,0
984,Block C,14,59,3,moderate,6,6,30,4,3,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0
985,Block C,17,7,2,moderate,6,6,15,3,3,5,1,1,1,0,0,1,0,1,0,0,0,0,1,1
986,Block B,22,35,3,active,7,7,26,3,3,6,1,0,1,1,1,0,0,0,1,0,1,0,0,1
987,Block B,41,49,3,active,5,5,11,4,4,7,0,1,0,0,0,0,1,1,0,1,0,0,0,1
988,Block A,53,46,3,moderate,7,7,12,3,3,5,1,0,0,1,1,0,1,0,1,1,0,0,0,0
989,Block C,23,14,3,moderate,7,7,10,4,3,6,0,0,1,1,0,0,1,0,1,0,0,0,0,0
990,Block A,42,37,2,active,6,6,28,3,4,7,0,0,1,0,0,0,0,1,0,0,1,0,1,0
991,Block A,16,15,3,active,4,4,24,4,4,8,1,0,1,1,1,1,0,0,0,0,0,0,0,0
992,Block B,35,11,3,moderate,5,5,25,4,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1
993,Block C,48,12,2,active,6,6,29,3,3,8,1,0,1,1,0,0,1,0,0,0,0,0,1,1
994,Block B,27,58,2,active,5,5,16,4,3,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
995,Block D,14,20,2,moderate,5,5,25,3,3,5,1,0,1,0,0,0,0,1,1,0,1,0,0,1
996,Block D,28,31,3,active,5,5,20,3,3,6,0,1,1,0,1,0,1,1,0,0,0,1,1,0
997,Block B,47,20,2,active,4,4,21,4,4,8,0,0,1,1,0,1,1,0,0,1,0,1,0,1
998,Block D,57,55,3,active,4,4,23,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Block A,39,54,3,moderate,7,7,19,4,3,5,0,0,0,0,0,1,0,1,1,1,0,1,0,1
1000,Block A,42,42,2,active,4,4,10,3,3,6,0,1,0,0,0,0,0,1,1,1,0,0,0,1
1001,Block B,29,51,2,moderate,7,7,11,3,3,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1002,Block D,57,11,3,moderate,5,5,20,3,3,7,0,1,0,0,1,1,0,1,0,1,0,0,0,1
